LINIA_29|SERVEI_29|CIRCUIT_29|DESCRIPCION_CIRCUITO|PROPIETARIJS|NOM_29|TIPUS_SERVEI_CONJUNT_29|TIPO_DESCRIPCION|EMPRESA_A_29|ARMADOR|EMPRESA_C_29|CONSIGNATARIO|NOMBRE_COMERCIAL_CONSIGNATARIO|DIRECCION_CONSIGNATARIO|DIRECCION_EXT_CONSIGNATARIO|POBLACION_CONSIGNATARIO|CODIGO_POSTAL_CONSIGNATARIO|PAIS_CONSIGNATARIO|TELEFONO_CONSIGNATARIO|FAX_CONSIGNATARIO|EMAIL_CONSIGNATARIO|WEB_CONSIGNATARIO|EMPRESA_E_29|ESTIBADOR|NOMBRE_COMERCIAL_ESTIBADOR|DIRECCION_ESTIBADOR|DIRECCION_EXT_ESTIBADOR|POBLACION_ESTIBADOR|CODIGO_POSTAL_ESTIBADOR|PAIS_ESTIBADOR|TELEFONO_ESTIBADOR|FAX_ESTIBADOR|EMAIL_ESTIBADOR|WEB_ESTIBADOR|TIPUS_SERVEI_29|DESCRIPCION_SERVICIO|FREQUENCIA_DIES_29|CAPACITAT_29|MIDA_CAPACITAT_29|APB_LLRR_29
21426|WME|E|Export|N|WEST MED|V|BUQUE|500397|Euro Marine Logistics nv?|19|TRANSPORTES Y CONSIG MARITIMAS SA|TRANSCOMA|CR Atlantic|Edif. Noria ZAL|Barcelona|08040|ES|+34932624170|+34932624171|export-bcn@viaportic.transcoma.com|http://www.transcoma.es|743|AUTOTERMINAL SA|AUTOTERMINAL SA|C Ronda del port||Barcelona|08039|ES|+34932234833|+34932234268|cordinacionADUANA@autoterminal.es|http://www.autoterminal.es|04|Car Carrier|S|3000|CAR|88
21764|ESTGR|E|Export|N|ASA / MARMARA / IRE|C|CARGA|12719|TURKON CONTAINER?|1172|MARITIMA DAVILA BARCELONA SA|MARITIMA DAVILA BARCELONA SA|AV Drassanes||Barcelona|08001|ES|+34933019012|+34933177729|gen@bcn.mdavila.com|http://www.grupodavila.es|10441|APM TERMINALS BARCELONA SLU|APM TERMINALS BARCELONA|CR Ronda del Port|Moll Sud - Port de Barcelona|BARCELONA|08039|ES|+34934410066|+34934410418|atencionclientebcn@apmterminals.com|https://www.apmterminals.com/es/barcelona|03|Portacontenedores|S|2474|TEU|233
21765|ESTGR|I|Import|N|ASA / MARMARA / IRE|C|CARGA|12719|TURKON CONTAINER?|1172|MARITIMA DAVILA BARCELONA SA|MARITIMA DAVILA BARCELONA SA|AV Drassanes||Barcelona|08001|ES|+34933019012|+34933177729|gen@bcn.mdavila.com|http://www.grupodavila.es|10441|APM TERMINALS BARCELONA SLU|APM TERMINALS BARCELONA|CR Ronda del Port|Moll Sud - Port de Barcelona|BARCELONA|08039|ES|+34934410066|+34934410418|atencionclientebcn@apmterminals.com|https://www.apmterminals.com/es/barcelona|03|Portacontenedores|S|2474|TEU|233
21925|MED2|E|Export|N|MED2 / MEX 1 / WM2 / MX1 / AEM2|C|CARGA|12636|EVERGREEN LINE                ?|42145|EVERGREEN SHIPPING SPAIN SLU|EVERGREEN SHIPPING SPAIN SLU|AV DIAGONAL ||BARCELONA|08008|ES|+34932552996|+34932552998|bcncustoms@evergreen-shipping.es|https://www.shipmentlink.com/es/|800|HUTCHISON PORTS BEST|HUTCHISON PORTS BEST|AV ESTANY DE PORT||EL PRAT DE LLOBREGAT|08820|ES|+34935084440|+34935084441|terminal.catalunya@best.com.es|http://www.best.com.es/es/|03|Portacontenedores|S|14360|TEU|240
22067|JADE|I|Import|N|JADE / AE-11 / SERA 2|C|CARGA|12651|MAERSK LINE/A.P.MOLLER        ?|10|MARITIMA DEL MEDITERRANEO SA|MARITIMA DEL MEDITERRANEO SA|PS ZONA FRANCA|TORRE AUDITORI|BARCELONA|08038|ES|+34932987777|+34932683359|info@marmedsa.com|http://www.marmedsa.com|800|HUTCHISON PORTS BEST|HUTCHISON PORTS BEST|AV ESTANY DE PORT||EL PRAT DE LLOBREGAT|08820|ES|+34935084440|+34935084441|terminal.catalunya@best.com.es|http://www.best.com.es/es/|03|Portacontenedores|S|22732|TEU|103
22068|MED2|E|Export|N|MED2 / MEX 1 / WM2 / MX1 / AEM2|C|CARGA|12602|COSCO CONTAINER LINES (COSCON)?|1449|COSCO SHIPPING LINES SPAIN SA|COSCO SHIPPING LINES SPAIN SA|CL Casanovas||Barcelona|08011|ES|+34933047126|+34933047128|barcelona@coscospain.com|www.coscospain.com|800|HUTCHISON PORTS BEST|HUTCHISON PORTS BEST|AV ESTANY DE PORT||EL PRAT DE LLOBREGAT|08820|ES|+34935084440|+34935084441|terminal.catalunya@best.com.es|http://www.best.com.es/es/|03|Portacontenedores|S|14360|TEU|240
22069|MED2|I|Import|N|MED2 / MEX 1 / WM2 / MX1 / AEM2|C|CARGA|12602|COSCO CONTAINER LINES (COSCON)?|1449|COSCO SHIPPING LINES SPAIN SA|COSCO SHIPPING LINES SPAIN SA|CL Casanovas||Barcelona|08011|ES|+34933047126|+34933047128|barcelona@coscospain.com|www.coscospain.com|800|HUTCHISON PORTS BEST|HUTCHISON PORTS BEST|AV ESTANY DE PORT||EL PRAT DE LLOBREGAT|08820|ES|+34935084440|+34935084441|terminal.catalunya@best.com.es|http://www.best.com.es/es/|03|Portacontenedores|S|14360|TEU|240
22086|ESTGR|E|Export|N|ASA / MARMARA / IRE|C|CARGA|501103|SEAGO LINE A/S?|10|MARITIMA DEL MEDITERRANEO SA|MARITIMA DEL MEDITERRANEO SA|PS ZONA FRANCA|TORRE AUDITORI|BARCELONA|08038|ES|+34932987777|+34932683359|info@marmedsa.com|http://www.marmedsa.com|10441|APM TERMINALS BARCELONA SLU|APM TERMINALS BARCELONA|CR Ronda del Port|Moll Sud - Port de Barcelona|BARCELONA|08039|ES|+34934410066|+34934410418|atencionclientebcn@apmterminals.com|https://www.apmterminals.com/es/barcelona|03|Portacontenedores|S|2474|TEU|233
22087|ESTGR|I|Import|N|ASA / MARMARA / IRE|C|CARGA|501103|SEAGO LINE A/S?|10|MARITIMA DEL MEDITERRANEO SA|MARITIMA DEL MEDITERRANEO SA|PS ZONA FRANCA|TORRE AUDITORI|BARCELONA|08038|ES|+34932987777|+34932683359|info@marmedsa.com|http://www.marmedsa.com|10441|APM TERMINALS BARCELONA SLU|APM TERMINALS BARCELONA|CR Ronda del Port|Moll Sud - Port de Barcelona|BARCELONA|08039|ES|+34934410066|+34934410418|atencionclientebcn@apmterminals.com|https://www.apmterminals.com/es/barcelona|03|Portacontenedores|S|2474|TEU|233
24288|CAN|I|Import|N|CANARIAS - MED1|C|CARGA|501341|MARGUISA SHIPPING LINES SLU|501340|CONSIGNACIONES MARITIMAS Y LOG.SL|CONSIGNACIONES MARITIMAS Y LOG.SL|RB Catalu?a||BARCELONA|08007|ES|+34934870688|+34934877959|colmar@colmar.com.es|https://colmar.com.es/|10441|APM TERMINALS BARCELONA SLU|APM TERMINALS BARCELONA|CR Ronda del Port|Moll Sud - Port de Barcelona|BARCELONA|08039|ES|+34934410066|+34934410418|atencionclientebcn@apmterminals.com|https://www.apmterminals.com/es/barcelona|03|Portacontenedores|S|1267|TEU|151
24304|SPXII|E|Export|S|SPX 2 NB|V|BUQUE|13337|X-PRESS CONTAINER LINE (UK)LTD?|40043|PEREZ Y CIA SL|PEREZ Y CIA SL|C Via Laietana||BARCELONA|08003|ES|+34934437900|+34934437921|barcelona@perezycia.com|http://www.perezycia.com|800|HUTCHISON PORTS BEST|HUTCHISON PORTS BEST|AV ESTANY DE PORT||EL PRAT DE LLOBREGAT|08820|ES|+34935084440|+34935084441|terminal.catalunya@best.com.es|http://www.best.com.es/es/|03|Portacontenedores|S|700|TEU|213
21684|ZCA|E|Export|N|ZCA / AL7|C|CARGA|12627|HAPAG-LLOYD,A.G.              ?|54|HAPAG-LLOYD SPAIN SL|HAPAG-LLOYD SPAIN SL|C COMTAL||BARCELONA|08002|ES|+34933436000|+34934121618|Barcelona.Operations@hlag.com|http://www.hapag-lloyd.com|10441|APM TERMINALS BARCELONA SLU|APM TERMINALS BARCELONA|CR Ronda del Port|Moll Sud - Port de Barcelona|BARCELONA|08039|ES|+34934410066|+34934410418|atencionclientebcn@apmterminals.com|https://www.apmterminals.com/es/barcelona|03|Portacontenedores|S7|4251|TEU|14
23004|TBS|E|Export|S|TNG - BCN - SAV - WEST BOUND|V|BUQUE|503422|GRIMALDI EUROMED SPA?|35004|GRIMALDI LOGISTICA ESPA?A SL|GRIMALDI LOGISTICA ESPA?A SL|CR MUELLE DE COSTA S/N|Edif. G.L.E.|BARCELONA|08039|ES|+34935028163|+34935028166|grimaldibarcelona@grimaldilogistica.com|http://www.grimaldi-lines.com|500282|GRIMALDI TERMINAL BARCELONA|GRIMALDI TERMINAL BARCELONA|C MUELLE COSTA||BARCELONA|08039|ES|+34935020406|+34934882528|pirrone@grimaldilogistica.com;pardo@grimaldilogistica.com||11|Ferry|S|2130|MLI|94
23944|SWEA|E|Export|S|SW EUROPE ALGERIA|V|BUQUE|501103|SEAGO LINE A/S?|10|MARITIMA DEL MEDITERRANEO SA|MARITIMA DEL MEDITERRANEO SA|PS ZONA FRANCA|TORRE AUDITORI|BARCELONA|08038|ES|+34932987777|+34932683359|info@marmedsa.com|http://www.marmedsa.com|800|HUTCHISON PORTS BEST|HUTCHISON PORTS BEST|AV ESTANY DE PORT||EL PRAT DE LLOBREGAT|08820|ES|+34935084440|+34935084441|terminal.catalunya@best.com.es|http://www.best.com.es/es/|03|Portacontenedores|S|759|TEU|233
24052|TA6E|E|Export|N|MEDGULF / TA-6 / MMGX - EAST BOUND|V|BUQUE|12651|MAERSK LINE/A.P.MOLLER        ?|10|MARITIMA DEL MEDITERRANEO SA|MARITIMA DEL MEDITERRANEO SA|PS ZONA FRANCA|TORRE AUDITORI|BARCELONA|08038|ES|+34932987777|+34932683359|info@marmedsa.com|http://www.marmedsa.com|800|HUTCHISON PORTS BEST|HUTCHISON PORTS BEST|AV ESTANY DE PORT||EL PRAT DE LLOBREGAT|08820|ES|+34935084440|+34935084441|terminal.catalunya@best.com.es|http://www.best.com.es/es/|03|Portacontenedores|S|8499|TEU|103
24053|TA6E|E|Export|N|MEDGULF / TA-6 / MMGX - EAST BOUND|C|CARGA|42163|HAMBURG SUD?|517581|MAERSK LOGISTICS & SERV. SPAIN SLU|MAERSK LOGISTICS & SERV. SPAIN SLU|C/ Zal Bahia de Algeciras|Area de el Fresno, Edif. de servicios Oficinas B204-B211|Los Barrios|11370|ES|+34956584544||vidal.salamanca@damco.com||800|HUTCHISON PORTS BEST|HUTCHISON PORTS BEST|AV ESTANY DE PORT||EL PRAT DE LLOBREGAT|08820|ES|+34935084440|+34935084441|terminal.catalunya@best.com.es|http://www.best.com.es/es/|03|Portacontenedores|S|8499|TEU|103
24129|TCSE|I|Import|S|TURKEY CANADA - EAST BOUND|V|BUQUE|12562|MEDITERRANEAN SHIPPING CO     ?|53155|MEDITERRANEAN SHIPPING|MEDITERRANEAN SHIPPING|C Del Foc||BARCELONA|08038|ES|+34935082300|+34935082301|ES048-ctrcontrol@msc.com|https://www.msc.com/esp|800|HUTCHISON PORTS BEST|HUTCHISON PORTS BEST|AV ESTANY DE PORT||EL PRAT DE LLOBREGAT|08820|ES|+34935084440|+34935084441|terminal.catalunya@best.com.es|http://www.best.com.es/es/|03|Portacontenedores|S|3606|TEU|120
24746|MPS|E|Export|N|MPS / MCPS|V|BUQUE|12651|MAERSK LINE/A.P.MOLLER        ?|10|MARITIMA DEL MEDITERRANEO SA|MARITIMA DEL MEDITERRANEO SA|PS ZONA FRANCA|TORRE AUDITORI|BARCELONA|08038|ES|+34932987777|+34932683359|info@marmedsa.com|http://www.marmedsa.com|10441|APM TERMINALS BARCELONA SLU|APM TERMINALS BARCELONA|CR Ronda del Port|Moll Sud - Port de Barcelona|BARCELONA|08039|ES|+34934410066|+34934410418|atencionclientebcn@apmterminals.com|https://www.apmterminals.com/es/barcelona|03|Portacontenedores|S|4393|TEU|37
22784|LOR|E|Export|S|LINE ORAN|V|BUQUE|12562|MEDITERRANEAN SHIPPING CO     ?|53155|MEDITERRANEAN SHIPPING|MEDITERRANEAN SHIPPING|C Del Foc||BARCELONA|08038|ES|+34935082300|+34935082301|ES048-ctrcontrol@msc.com|https://www.msc.com/esp|800|HUTCHISON PORTS BEST|HUTCHISON PORTS BEST|AV ESTANY DE PORT||EL PRAT DE LLOBREGAT|08820|ES|+34935084440|+34935084441|terminal.catalunya@best.com.es|http://www.best.com.es/es/|03|Portacontenedores|S|1200|TEU|57
23647|ALCI|I|Import|S|ALCUDIA - CIUTADELLA|V|BUQUE|527047|TRASMED GLE S.L.?|35004|GRIMALDI LOGISTICA ESPA?A SL|GRIMALDI LOGISTICA ESPA?A SL|CR MUELLE DE COSTA S/N|Edif. G.L.E.|BARCELONA|08039|ES|+34935028163|+34935028166|grimaldibarcelona@grimaldilogistica.com|http://www.grimaldi-lines.com|17521|COMPA?IA TRASMEDITERRANEA SA|COMPA?IA TRASMEDITERRANEA SA|C MUELLE SAN BELTRAN S/N |ESTACION MARITIMA|BARCELONA|08039|ES|+34932959105|+34932959159|bcncar@trasmediterranea.es|http://www.trasmediterrranea.es|11|Ferry|S|1290|MLI|340
24054|TA6E|I|Import|S|MEDGULF / TA-6 / MMGX - EAST BOUND|V|BUQUE|12562|MEDITERRANEAN SHIPPING CO     ?|53155|MEDITERRANEAN SHIPPING|MEDITERRANEAN SHIPPING|C Del Foc||BARCELONA|08038|ES|+34935082300|+34935082301|ES048-ctrcontrol@msc.com|https://www.msc.com/esp|800|HUTCHISON PORTS BEST|HUTCHISON PORTS BEST|AV ESTANY DE PORT||EL PRAT DE LLOBREGAT|08820|ES|+34935084440|+34935084441|terminal.catalunya@best.com.es|http://www.best.com.es/es/|03|Portacontenedores|S|8499|TEU|103
22788|LBE|E|Export|S|LINE BEJAIA|V|BUQUE|12562|MEDITERRANEAN SHIPPING CO     ?|53155|MEDITERRANEAN SHIPPING|MEDITERRANEAN SHIPPING|C Del Foc||BARCELONA|08038|ES|+34935082300|+34935082301|ES048-ctrcontrol@msc.com|https://www.msc.com/esp|800|HUTCHISON PORTS BEST|HUTCHISON PORTS BEST|AV ESTANY DE PORT||EL PRAT DE LLOBREGAT|08820|ES|+34935084440|+34935084441|terminal.catalunya@best.com.es|http://www.best.com.es/es/|03|Portacontenedores|S|1045|TEU|57
23304|MD1|E|Export|S|MD1|V|BUQUE|12627|HAPAG-LLOYD,A.G.              ?|54|HAPAG-LLOYD SPAIN SL|HAPAG-LLOYD SPAIN SL|C COMTAL||BARCELONA|08002|ES|+34933436000|+34934121618|Barcelona.Operations@hlag.com|http://www.hapag-lloyd.com|10441|APM TERMINALS BARCELONA SLU|APM TERMINALS BARCELONA|CR Ronda del Port|Moll Sud - Port de Barcelona|BARCELONA|08039|ES|+34934410066|+34934410418|atencionclientebcn@apmterminals.com|https://www.apmterminals.com/es/barcelona|03|Portacontenedores|S|11157|TEU|18
23604|MSE|E|Export|S|MED / SAEC / MSE|V|BUQUE|12562|MEDITERRANEAN SHIPPING CO     ?|53155|MEDITERRANEAN SHIPPING|MEDITERRANEAN SHIPPING|C Del Foc||BARCELONA|08038|ES|+34935082300|+34935082301|ES048-ctrcontrol@msc.com|https://www.msc.com/esp|800|HUTCHISON PORTS BEST|HUTCHISON PORTS BEST|AV ESTANY DE PORT||EL PRAT DE LLOBREGAT|08820|ES|+34935084440|+34935084441|terminal.catalunya@best.com.es|http://www.best.com.es/es/|03|Portacontenedores|S|4009|TEU|238
23609|MSE|I|Import|N|MED / SAEC / MSE|C|CARGA|34802|ZIM INTEGRATED SHIPPING SERV.?|40043|PEREZ Y CIA SL|PEREZ Y CIA SL|C Via Laietana||BARCELONA|08003|ES|+34934437900|+34934437921|barcelona@perezycia.com|http://www.perezycia.com|800|HUTCHISON PORTS BEST|HUTCHISON PORTS BEST|AV ESTANY DE PORT||EL PRAT DE LLOBREGAT|08820|ES|+34935084440|+34935084441|terminal.catalunya@best.com.es|http://www.best.com.es/es/|03|Portacontenedores|S|4009|TEU|238
23985|TAT1|E|Export|N|TAT1 / AL6 / ZCI|V|BUQUE|12627|HAPAG-LLOYD,A.G.              ?|54|HAPAG-LLOYD SPAIN SL|HAPAG-LLOYD SPAIN SL|C COMTAL||BARCELONA|08002|ES|+34933436000|+34934121618|Barcelona.Operations@hlag.com|http://www.hapag-lloyd.com|10441|APM TERMINALS BARCELONA SLU|APM TERMINALS BARCELONA|CR Ronda del Port|Moll Sud - Port de Barcelona|BARCELONA|08039|ES|+34934410066|+34934410418|atencionclientebcn@apmterminals.com|https://www.apmterminals.com/es/barcelona|03|Portacontenedores|S|8544|TEU|251
23986|TAT1|E|Export|N|TAT1 / AL6 / ZCI|C|CARGA|12626|YANG MING LINE                ?|506626|YANG MING (SPAIN) SL|YANG MING (SPAIN) SL|C MUELLE PRINCIPE DE ESPA?A|EDIFICIO MESTRE|BARCELONA|08039|ES|+34934124550|+34934124679|yms.bcn@es.yangming.com;operations@es.yangming.com|https://www.yangming.com/|10441|APM TERMINALS BARCELONA SLU|APM TERMINALS BARCELONA|CR Ronda del Port|Moll Sud - Port de Barcelona|BARCELONA|08039|ES|+34934410066|+34934410418|atencionclientebcn@apmterminals.com|https://www.apmterminals.com/es/barcelona|03|Portacontenedores|S|8544|TEU|251
24055|TA6E|I|Import|N|MEDGULF / TA-6 / MMGX - EAST BOUND|V|BUQUE|12651|MAERSK LINE/A.P.MOLLER        ?|10|MARITIMA DEL MEDITERRANEO SA|MARITIMA DEL MEDITERRANEO SA|PS ZONA FRANCA|TORRE AUDITORI|BARCELONA|08038|ES|+34932987777|+34932683359|info@marmedsa.com|http://www.marmedsa.com|800|HUTCHISON PORTS BEST|HUTCHISON PORTS BEST|AV ESTANY DE PORT||EL PRAT DE LLOBREGAT|08820|ES|+34935084440|+34935084441|terminal.catalunya@best.com.es|http://www.best.com.es/es/|03|Portacontenedores|S|8499|TEU|103
24056|TA6E|I|Import|N|MEDGULF / TA-6 / MMGX - EAST BOUND|C|CARGA|42163|HAMBURG SUD?|517581|MAERSK LOGISTICS & SERV. SPAIN SLU|MAERSK LOGISTICS & SERV. SPAIN SLU|C/ Zal Bahia de Algeciras|Area de el Fresno, Edif. de servicios Oficinas B204-B211|Los Barrios|11370|ES|+34956584544||vidal.salamanca@damco.com||800|HUTCHISON PORTS BEST|HUTCHISON PORTS BEST|AV ESTANY DE PORT||EL PRAT DE LLOBREGAT|08820|ES|+34935084440|+34935084441|terminal.catalunya@best.com.es|http://www.best.com.es/es/|03|Portacontenedores|S|8499|TEU|103
24207|WBS|I|Import|N|WBS - WEST MED BLACK SEA|V|BUQUE|13735|EMES LINE SHIPPING & TRANSPORT?|38644|ARKAS SPAIN SA|ARKAS SPAIN SA|C World Trade Center Barcelona|Moll de Barcelona, s/n, mod 709-710|BARCELONA|08039|ES|+34931440050|+34931440051|arkas-spain@arkas-spain.com|http://www.arkas.com|10441|APM TERMINALS BARCELONA SLU|APM TERMINALS BARCELONA|CR Ronda del Port|Moll Sud - Port de Barcelona|BARCELONA|08039|ES|+34934410066|+34934410418|atencionclientebcn@apmterminals.com|https://www.apmterminals.com/es/barcelona|03|Portacontenedores|S|2630|TEU|131
24287|CAN|I|Import|N|CANARIAS - MED1|C|CARGA|12627|HAPAG-LLOYD,A.G.              ?|54|HAPAG-LLOYD SPAIN SL|HAPAG-LLOYD SPAIN SL|C COMTAL||BARCELONA|08002|ES|+34933436000|+34934121618|Barcelona.Operations@hlag.com|http://www.hapag-lloyd.com|10441|APM TERMINALS BARCELONA SLU|APM TERMINALS BARCELONA|CR Ronda del Port|Moll Sud - Port de Barcelona|BARCELONA|08039|ES|+34934410066|+34934410418|atencionclientebcn@apmterminals.com|https://www.apmterminals.com/es/barcelona|03|Portacontenedores|S|1267|TEU|151
24289|CAN|I|Import|N|CANARIAS - MED1|C|CARGA|52920|CONTENOSA S.A.?|3446|CONTENOSA|CONTENOSA|CL Metalurgia|Edificio Contenosa|Barcelona|08038|ES|+34932954660|+34932954660|contenosa@contenosa.com|http://www.grupocontenosa.com|10441|APM TERMINALS BARCELONA SLU|APM TERMINALS BARCELONA|CR Ronda del Port|Moll Sud - Port de Barcelona|BARCELONA|08039|ES|+34934410066|+34934410418|atencionclientebcn@apmterminals.com|https://www.apmterminals.com/es/barcelona|03|Portacontenedores|S|1267|TEU|151
24364|BEX|E|Export|S|BEX - BEJAIA EXPRESS|V|BUQUE|1506|CNAN GROUP SPA |19|TRANSPORTES Y CONSIG MARITIMAS SA|TRANSCOMA|CR Atlantic|Edif. Noria ZAL|Barcelona|08040|ES|+34932624170|+34932624171|export-bcn@viaportic.transcoma.com|http://www.transcoma.es|806|TERMINAL PORT NOU SA|TERMINAL PORT NOU SA|C Muelle Adosado||Barcelona|08039|ES|+34932273800|+34932273801|sit@portnou.com|http://www.portnou.com|03|Portacontenedores|S|406|TEU|25
24365|BEX|E|Export|N|BEX - BEJAIA EXPRESS|V|BUQUE|13735|EMES LINE SHIPPING & TRANSPORT?|38644|ARKAS SPAIN SA|ARKAS SPAIN SA|C World Trade Center Barcelona|Moll de Barcelona, s/n, mod 709-710|BARCELONA|08039|ES|+34931440050|+34931440051|arkas-spain@arkas-spain.com|http://www.arkas.com|806|TERMINAL PORT NOU SA|TERMINAL PORT NOU SA|C Muelle Adosado||Barcelona|08039|ES|+34932273800|+34932273801|sit@portnou.com|http://www.portnou.com|03|Portacontenedores|S|406|TEU|25
24366|BEX|I|Import|S|BEX - BEJAIA EXPRESS|V|BUQUE|1506|CNAN GROUP SPA |19|TRANSPORTES Y CONSIG MARITIMAS SA|TRANSCOMA|CR Atlantic|Edif. Noria ZAL|Barcelona|08040|ES|+34932624170|+34932624171|export-bcn@viaportic.transcoma.com|http://www.transcoma.es|806|TERMINAL PORT NOU SA|TERMINAL PORT NOU SA|C Muelle Adosado||Barcelona|08039|ES|+34932273800|+34932273801|sit@portnou.com|http://www.portnou.com|03|Portacontenedores|S|406|TEU|25
24367|BEX|I|Import|N|BEX - BEJAIA EXPRESS|V|BUQUE|13735|EMES LINE SHIPPING & TRANSPORT?|38644|ARKAS SPAIN SA|ARKAS SPAIN SA|C World Trade Center Barcelona|Moll de Barcelona, s/n, mod 709-710|BARCELONA|08039|ES|+34931440050|+34931440051|arkas-spain@arkas-spain.com|http://www.arkas.com|806|TERMINAL PORT NOU SA|TERMINAL PORT NOU SA|C Muelle Adosado||Barcelona|08039|ES|+34932273800|+34932273801|sit@portnou.com|http://www.portnou.com|03|Portacontenedores|S|406|TEU|25
24647|MD2|I|Import|S|MD2|V|BUQUE|12627|HAPAG-LLOYD,A.G.              ?|54|HAPAG-LLOYD SPAIN SL|HAPAG-LLOYD SPAIN SL|C COMTAL||BARCELONA|08002|ES|+34933436000|+34934121618|Barcelona.Operations@hlag.com|http://www.hapag-lloyd.com|10441|APM TERMINALS BARCELONA SLU|APM TERMINALS BARCELONA|CR Ronda del Port|Moll Sud - Port de Barcelona|BARCELONA|08039|ES|+34934410066|+34934410418|atencionclientebcn@apmterminals.com|https://www.apmterminals.com/es/barcelona|03|Portacontenedores|S3|16433|TEU|18
22786|LSK|E|Export|S|LINE SKIKDA|V|BUQUE|12562|MEDITERRANEAN SHIPPING CO     ?|53155|MEDITERRANEAN SHIPPING|MEDITERRANEAN SHIPPING|C Del Foc||BARCELONA|08038|ES|+34935082300|+34935082301|ES048-ctrcontrol@msc.com|https://www.msc.com/esp|800|HUTCHISON PORTS BEST|HUTCHISON PORTS BEST|AV ESTANY DE PORT||EL PRAT DE LLOBREGAT|08820|ES|+34935084440|+34935084441|terminal.catalunya@best.com.es|http://www.best.com.es/es/|03|Portacontenedores|S|1200|TEU|57
23646|ALCI|E|Export|S|ALCUDIA - CIUTADELLA|V|BUQUE|527047|TRASMED GLE S.L.?|35004|GRIMALDI LOGISTICA ESPA?A SL|GRIMALDI LOGISTICA ESPA?A SL|CR MUELLE DE COSTA S/N|Edif. G.L.E.|BARCELONA|08039|ES|+34935028163|+34935028166|grimaldibarcelona@grimaldilogistica.com|http://www.grimaldi-lines.com|17521|COMPA?IA TRASMEDITERRANEA SA|COMPA?IA TRASMEDITERRANEA SA|C MUELLE SAN BELTRAN S/N |ESTACION MARITIMA|BARCELONA|08039|ES|+34932959105|+34932959159|bcncar@trasmediterranea.es|http://www.trasmediterrranea.es|11|Ferry|S|1290|MLI|340
23734|SMS|I|Import|S|EMS / SLH MEDITERRANEAN SEA B|V|BUQUE|13735|EMES LINE SHIPPING & TRANSPORT?|38644|ARKAS SPAIN SA|ARKAS SPAIN SA|C World Trade Center Barcelona|Moll de Barcelona, s/n, mod 709-710|BARCELONA|08039|ES|+34931440050|+34931440051|arkas-spain@arkas-spain.com|http://www.arkas.com|800|HUTCHISON PORTS BEST|HUTCHISON PORTS BEST|AV ESTANY DE PORT||EL PRAT DE LLOBREGAT|08820|ES|+34935084440|+34935084441|terminal.catalunya@best.com.es|http://www.best.com.es/es/|03|Portacontenedores|S|2558|TEU|233
24084|CAN|E|Export|N|CANARIAS - MED1|C|CARGA|13735|EMES LINE SHIPPING & TRANSPORT?|38644|ARKAS SPAIN SA|ARKAS SPAIN SA|C World Trade Center Barcelona|Moll de Barcelona, s/n, mod 709-710|BARCELONA|08039|ES|+34931440050|+34931440051|arkas-spain@arkas-spain.com|http://www.arkas.com|10441|APM TERMINALS BARCELONA SLU|APM TERMINALS BARCELONA|CR Ronda del Port|Moll Sud - Port de Barcelona|BARCELONA|08039|ES|+34934410066|+34934410418|atencionclientebcn@apmterminals.com|https://www.apmterminals.com/es/barcelona|03|Portacontenedores|S|1267|TEU|151
24265|CAFEE|I|Import|N|T. SUSPEND-CANARIAS FEEDER - EAST B|C|CARGA|12655|IGNAZIO MESSINA AND CO., SPA  ?|52558|BERGE MARITIMA SL|BERGE MARITIMA SL|C Moll Adossat||Barcelona|08040|ES|+34932234264||consignacion.bcn@berge-m.es|http://www.berge-m.es|10441|APM TERMINALS BARCELONA SLU|APM TERMINALS BARCELONA|CR Ronda del Port|Moll Sud - Port de Barcelona|BARCELONA|08039|ES|+34934410066|+34934410418|atencionclientebcn@apmterminals.com|https://www.apmterminals.com/es/barcelona|03|Portacontenedores|Q|700|TEU|338
24324|BEJ|E|Export|N|BEJAIA|V|BUQUE|12651|MAERSK LINE/A.P.MOLLER        ?|10|MARITIMA DEL MEDITERRANEO SA|MARITIMA DEL MEDITERRANEO SA|PS ZONA FRANCA|TORRE AUDITORI|BARCELONA|08038|ES|+34932987777|+34932683359|info@marmedsa.com|http://www.marmedsa.com|800|HUTCHISON PORTS BEST|HUTCHISON PORTS BEST|AV ESTANY DE PORT||EL PRAT DE LLOBREGAT|08820|ES|+34935084440|+34935084441|terminal.catalunya@best.com.es|http://www.best.com.es/es/|03|Portacontenedores|S|989|TEU|233
24325|BEJ|I|Import|N|BEJAIA|V|BUQUE|12651|MAERSK LINE/A.P.MOLLER        ?|10|MARITIMA DEL MEDITERRANEO SA|MARITIMA DEL MEDITERRANEO SA|PS ZONA FRANCA|TORRE AUDITORI|BARCELONA|08038|ES|+34932987777|+34932683359|info@marmedsa.com|http://www.marmedsa.com|800|HUTCHISON PORTS BEST|HUTCHISON PORTS BEST|AV ESTANY DE PORT||EL PRAT DE LLOBREGAT|08820|ES|+34935084440|+34935084441|terminal.catalunya@best.com.es|http://www.best.com.es/es/|03|Portacontenedores|S|989|TEU|233
